Job Title,Company Name,Location,Publication Date,Categories,Experience Level,Job Link,Full/Part Time
PGDM Remote Operations Center Technician,Intel,Flexible / Remote,2023-11-24T23:55:37Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/intel/pgdm-remote-operations-center-technician,
Lead Security Researcher,Rapid7,Flexible / Remote,2023-12-20T12:44:10Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/rapid7/lead-security-researcher-c1bdf2,
Staff Machine Learning Engineer,Zendesk,Flexible / Remote,2023-11-06T23:08:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/staff-machine-learning-engineer-ba9a47,
Technical Program Manager - Data Privacy,Coinbase,Flexible / Remote,2024-02-07T23:09:18Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/coinbase/technical-program-manager-data-privacy-67624a,
"Content & Channel Team, Data Scientist",Pfizer,"Bothell, WA, Boulder, CO, Cambridge, MA, Collegeville, PA, Flexible / Remote, Groton, CT, La Jolla, CA, Lake Forest, IL, Montreal, Canada, New York, NY",2024-02-10T10:42:37Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pfizer/content-channel-team-data-scientist,
"Dental Certified Integration Equipment Service Technician - Harrisburg, PA",Henry Schein,Flexible / Remote,2024-01-12T23:26:14Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/henryschein/dental-certified-integration-equipment-service-technician-harrisburg-pa,
"Program Manager - IT Infrastructure Services - Hamburg/Frankfurt, Germany",Infosys,"Hamburg, Germany",2024-02-01T23:11:28Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/infosys/program-manager-it-infrastructure-services-hamburgfrankfurt-germany,
"Sr. Data Analyst - Sales Finance Analytics (Remote, AUS)",CrowdStrike,Flexible / Remote,2024-02-09T00:00:21Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-data-analyst-sales-finance-analytics-remote-aus,
Software Architect - AI/ML - Remote,CGI,Flexible / Remote,2024-01-24T10:34:56Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cgi/software-architect-aiml-remote,
"Working Student - Industrial Goods, Steel",Boston Consulting Group (BCG),"Dusseldorf, Germany",2024-02-11T23:04:41Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/working-student-industrial-goods-steel,
Senior Climate Solution Architect,Leidos,Flexible / Remote,2023-12-20T23:41:45Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/leidos/senior-climate-solution-architect,
"Sr. Analyst, Sales Strategy and Operations",Atlassian,"Flexible / Remote, London, United Kingdom",2024-02-07T23:58:55Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/atlassian/sr-analyst-sales-strategy-and-operations,
PwC Private - Japanese Business Network - Audit Senior Associate,PwC,"Albany, NY, Atlanta, GA, Austin, TX, Baltimore, MD, Birmingham, AL, Boston, MA, Buffalo, NY, Charlotte, NC, Chicago, IL, Cincinnati, OH, Cleveland, OH, Columbia, SC, Columbus, OH, Dallas, TX, Darien, CT, Denver, CO, Des Moines, IA, Detroit, MI, Fayetteville, AR, Flexible / Remote, Florham Park, NJ, Fort Worth, TX, Grand Rapids, MI, Greensboro, NC, Hartford, CT, Houston, TX, Indianapolis, IN, Irvine, CA, Jacksonville, FL, Kansas City, MO, Las Vegas, NV, Little Rock, AR, Los Angeles, CA, Louisville, KY, Melville, NY, Miami, FL, Milwaukee, WI, Minneapolis, MN, Nashville, TN, New Orleans, LA, Oklahoma City, OK, Orlando, FL, Philadelphia, PA, Phoenix, AZ, Pittsburgh, PA, Portland, OR, Raleigh, NC, Richmond, VA, Rochester, MA, Rosemont, IL, Sacramento, CA, Salt Lake City, UT, San Antonio, TX, San Diego, CA, San Francisco, CA, San Juan, Puerto Rico, Seattle, WA, Silicon Valley, CA, Spartanburg, SC, Tampa, FL, Toledo, OH, Tulsa, OK, Washington, DC, Waterbury, VT",2024-02-08T12:56:30Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pwc/pwc-private-japanese-business-network-audit-senior-associate-5b5313,
"Distinguished Engineer, Generative AI Systems (Remote-Eligible)",Capital One,"Boston, MA, Chicago, IL, Flexible / Remote, McLean, VA, New York, NY, Plano, TX, Richmond, VA, San Francisco, CA",2024-01-30T01:31:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/capitalone/distinguished-engineer-generative-ai-systems-remoteeligible-1b6c33,
Lead Solutions Consultant,Sprinklr,"Hamburg, Germany",2024-01-21T10:40:11Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/sprinklr/lead-solutions-consultant-22eba2,
"Deputy Director, Grassroots Advocacy",March of Dimes,Flexible / Remote,2024-01-18T01:11:16Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/marchofdimes/deputy-director-grassroots-advocacy,
Legal Counsel (Contract),Ada,Flexible / Remote,2023-08-14T23:01:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/ada/legal-counsel-contract-1a8d7f,
Health Senior Client Technology Manager - Virtual,Alight Solutions LLC,"Dublin, GA, Flexible / Remote",2024-02-10T23:24:25Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/alightsolutionsllc/health-senior-client-technology-manager-virtual,
"Consultant Manager - Industrial IoT, Data Analytics & AI (m/w/d)",Atos,Flexible / Remote,2023-08-18T10:20:08Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atos/consultant-manager-industrial-iot-data-analytics-ai-mwd,
Manager Account Execution,KeepTruckin,Flexible / Remote,2021-11-03T23:10:57Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/keeptruckin/manager-account-execution,
Sr. Software Engineer - Data Infrastructure Team (Remote),CrowdStrike,Flexible / Remote,2024-01-25T00:28:36Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-software-engineer-data-infrastructure-team-remote,
"Senior Associate, CX WFM Real Time Adherence  ",Headway,Flexible / Remote,2024-02-05T23:08:13Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/headway/senior-associate-cx-wfm-real-time-adherence,
Head of Growth Data Science,Atlassian,"Flexible / Remote, San Francisco, CA",2024-02-01T00:04:36Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/head-of-growth-data-science,
"Senior Data Analyst, Go-to-Market",GameChanger,Flexible / Remote,2024-01-04T23:37:53Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/gamechanger/senior-data-analyst-gotomarket,
Solution Architect,Anthology,Flexible / Remote,2024-02-02T23:09:12Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/anthology/solution-architect-7559ff,
Senior Data Engineer,Axios,Flexible / Remote,2024-01-04T23:05:35Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/axios/senior-data-engineer-86be19,
Senior Legal Counsel Export Control (m/w/d) - REF44411I,Continental,"Frankfurt, Germany",2024-01-05T10:34:03Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/continental/senior-legal-counsel-export-control-mwd-ref44411i,
Contracts & Rebates Logic Analyst,Cencora,Flexible / Remote,2024-02-06T23:17:55Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/cencora/contracts-rebates-logic-analyst,
Sales Operations Analyst,Cornerstone OnDemand,Flexible / Remote,2024-02-10T11:35:58Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/cornerstoneondemand/sales-operations-analyst-4b4ade,
"Staff Data Scientist, Ecosystem",Pinterest,"Flexible / Remote, San Francisco, CA",2024-02-10T10:10:41Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pinterest/staff-data-scientist-ecosystem,
Operations Analytic Associate,Oscar Health,"Flexible / Remote, Payson, AZ",2024-02-09T23:06:49Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/oscarhealth/operations-analytic-associate,
Sr System Consultant,UKG,Flexible / Remote,2024-01-05T10:33:24Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/ukg/sr-system-consultant-27e986,
Data Scientist,Bond,Flexible / Remote,2023-08-01T23:09:00Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/bond/data-scientist-8fd126,
Principal Cybersecurity Specialist,Liberty Mutual Insurance,"Boston, MA, Flexible / Remote, Plano, TX, Portsmouth, NH",2024-01-31T00:14:09Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/libertymutualinsurance/principal-cybersecurity-specialist-4b2ecb,
Senior Data Manager,Humana,Flexible / Remote,2024-01-26T12:31:39Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/humana/senior-data-manager-0a4098,
Senior Quantitative Modeler,Cash App,"Flexible / Remote, San Francisco, CA",2023-12-19T11:22:21Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cashapp/senior-quantitative-modeler,
Senior Consultant - Cyber Risk Services (all genders),Wipro,"Frankfurt, Germany",2024-01-12T23:27:53Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/wipro/senior-consultant-cyber-risk-services-all-genders,
Manager Cybersecurity (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Munich, Germany",2024-02-11T23:04:41Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/manager-cybersecurity-mfd-bcg-platinion-c1bdc6,
"Manager, Threat Research (Remote, IND)",CrowdStrike,"Flexible / Remote, Pune, India",2023-12-23T00:18:36Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/crowdstrike/manager-threat-research-remote-ind-f83b86,
Customer Support Representative - German Speaking,Taskrabbit,Flexible / Remote,2024-01-22T15:41:13Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/taskrabbit/customer-support-representative-german-speaking-d5157e,
Senior Consultant Cybersecurity (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Hamburg, Germany",2024-02-11T23:04:41Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/senior-consultant-cybersecurity-mfd-bcg-platinion-1789a2,
Senior Consultant Cybersecurity (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Cologne, Germany",2024-02-11T23:04:41Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/senior-consultant-cybersecurity-mfd-bcg-platinion-4b0e5c,
Senior Data Engineer (German Speaker),Publicis Sapient,"Berlin, Germany",2024-02-07T23:27:59Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/publicissapient/senior-data-engineer-german-speaker-abdb7c,
"Salesforce Administrator, Tester",FanDuel,Flexible / Remote,2024-02-08T10:50:44Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/fanduel/salesforce-administrator-tester,
Senior Executive Compensation Professional,Humana,Flexible / Remote,2024-02-09T12:43:24Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/humana/senior-executive-compensation-professional-9dc04e,
"Senior Manager, Generative AI Product Engineering - People Leader - (Remote Eligible)",Capital One,"Atlanta, GA, Cambridge, MA, Chicago, IL, Flexible / Remote, McLean, VA, New York, NY, Plano, TX, Richmond, VA, San Francisco, CA, Wilmington, DE",2024-02-08T11:47:53Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/capitalone/senior-manager-generative-ai-product-engineering-people-leader-remote-eligible,
Clin Ops Delivery Specialist I (RSM-C),Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:32Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/clin-ops-delivery-specialist-i-rsmc-01f8f5,
Senior IT Analyst for Mainframe Reporting,Ensono,Flexible / Remote,2024-01-19T23:41:43Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/ensono/senior-it-analyst-for-mainframe-reporting,
D365 CRM Administrator,Anthology,Flexible / Remote,2024-01-20T23:18:32Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/anthology/d365-crm-administrator,
Werkstudent Informationstechnik (m/w/d),GE Vernova,"Essen, Germany",2024-02-09T23:07:14Z,Data and Analytics,"Internship, Mid Level",https://www.themuse.com/jobs/gevernova/werkstudent-informationstechnik-mwd,
"Director, Performance & Paid Marketing",Wealthfront,Flexible / Remote,2024-02-09T10:07:59Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/wealthfront/director-performance-paid-marketing,
BIM Specialist – Electrical,"Microdesk, Inc.",Flexible / Remote,2024-02-05T23:05:41Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/microdeskinc/bim-specialist-electrical-d3e0af,
Staff Data Engineer,Integral Ad Science,"Austin, TX, Chicago, IL, Flexible / Remote, New York, NY",2023-09-27T01:03:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/integraladscience/staff-data-engineer-00a1d1,
Senior SQL Server Database and Automation Engineer,The Hartford,"Flexible / Remote, Hartford, CT",2024-01-27T10:40:13Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thehartford/senior-sql-server-database-and-automation-engineer-8ec245,
Business Travel Consultant - Remote,Navan,Flexible / Remote,2024-01-24T23:08:56Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/navan/business-travel-consultant-remote-d86bae,
Project Support Coordinator,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:32Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-947214,
Sr. Consultant Cloud Incident Response (Remote),CrowdStrike,"Flexible / Remote, Singapore",2024-01-25T00:28:36Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-consultant-cloud-incident-response-remote-3ac3d9,
Project Support Coordinator with Italian,Thermo Fisher Scientific,"Flexible / Remote, Sofia, Bulgaria",2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-with-italian-32b49c,
Major Accounts Executive - TOLA,Abnormal Security,Flexible / Remote,2024-02-05T23:08:46Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/abnormalsecurity/major-accounts-executive-tola,
"Staff Software Engineer - Identity and Access Management, Health",Cash App,"Flexible / Remote, San Francisco, CA",2024-01-30T01:13:09Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cashapp/staff-software-engineer-identity-and-access-management-health,
Senior IT Architect (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Berlin, Germany",2024-02-11T23:04:42Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/senior-it-architect-mfd-bcg-platinion,
Service Delivery Manager CRM,Anthology,Flexible / Remote,2024-02-09T23:12:31Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/anthology/service-delivery-manager-crm-b07a49,
"Sustainability Program Leader, CRG (EMEA)",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/sustainability-program-leader-crg-emea-3e5b48,
Platform Services Lead,Cencora,"Flexible / Remote, Plymouth Meeting, PA",2024-02-06T23:17:55Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cencora/platform-services-lead,
Sr. Machine Learning Engineer,Pinterest,"Flexible / Remote, Toronto, Canada",2024-02-10T10:10:41Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pinterest/sr-machine-learning-engineer-736ab3,
SR Major Incident Manager II,CDW,Flexible / Remote,2024-02-11T10:34:21Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/cdw/sr-major-incident-manager-ii,
"Principal Data Scientist, Growth",Atlassian,"Flexible / Remote, San Francisco, CA",2024-01-01T00:05:28Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/principal-data-scientist-growth-79cfbe,
Partner Manager (m/w/d),NetApp,"Munich, Germany",2024-02-06T12:56:14Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/netapp/partner-manager-mwd-6e3d79,
SECURITY CONSULTANT,Atos,Flexible / Remote,2023-09-13T10:22:17Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/atos/security-consultant-1276ea,
Lead Labor Economist,UKG,Flexible / Remote,2024-01-27T10:45:19Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/ukg/lead-labor-economist,
Business Analytics Consultant Sr.,PNC,Flexible / Remote,2024-02-10T23:09:54Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pnc/business-analytics-consultant-sr-715478,
Institutional Investment Consultant,Nationwide Insurance,Flexible / Remote,2022-01-27T23:03:02Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/nationwideinsurance/institutional-investment-consultant,
IT Developer Analyst II,Alight Solutions LLC,"Abilene, TX, Flexible / Remote",2024-01-09T23:41:13Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/alightsolutionsllc/it-developer-analyst-ii-637089,
Senior Associate - o9 Technology - Connected Supply Chain,PwC,"Boston, MA, Chicago, IL, Dallas, TX, Denver, CO, Detroit, MI, Flexible / Remote, Los Angeles, CA, Minneapolis, MN, New York, NY, Philadelphia, PA, San Francisco, CA, Silicon Valley, CA, Spartanburg, SC, Washington, DC",2024-01-05T12:41:44Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/pwc/senior-associate-o9-technology-connected-supply-chain-c1d662,
"Director, Data Science - B2B Marketing",GANNETT,"Flexible / Remote, United States",2024-02-09T13:13:07Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/gannett/director-data-science-b2b-marketing,
Data Scientist III (Remote),CrowdStrike,Flexible / Remote,2024-02-05T23:58:07Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/data-scientist-iii-remote-71bc24,
Consultant IT Architecture (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Frankfurt, Germany",2024-02-11T23:04:41Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/consultant-it-architecture-mfd-bcg-platinion-a0d83a,
Lead Controls TFA,GE Vernova,Flexible / Remote,2024-02-09T23:07:14Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/gevernova/lead-controls-tfa,
"Principal, Threat Intelligence Operations",CDW,Flexible / Remote,2024-02-11T10:34:21Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/cdw/principal-threat-intelligence-operations-bdffcb,
Project Support Coordinator I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:32Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-i-b2461b,
Airborne Sensor Operator,Leidos,Flexible / Remote,2024-01-29T23:47:22Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/leidos/airborne-sensor-operator-8e4aa9,
Junior PLM Consultant (m/w/d),Atos,"Munich, Germany",2023-07-25T23:17:04Z,Data and Analytics,Entry Level,https://www.themuse.com/jobs/atos/junior-plm-consultant-mwd-3af0a1,
Gestionnaire de cas- Bilingual Caseworker,Cencora,Flexible / Remote,2024-02-07T23:18:47Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/cencora/gestionnaire-de-cas-bilingual-caseworker-e8d140,
Kundenberater*in / Verkaufsberater*in (m/w/d) in der Autovermietung,Avis,"Berlin, Germany",2023-12-29T11:43:11Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/avis/kundenberaterin-verkaufsberaterin-mwd-in-der-autovermietung-5b1443,
"Senior Manager, Data Science, Strategic Analytics - CSS",Atlassian,"Austin, TX, Flexible / Remote, New York, NY, San Francisco, CA, Washington, DC",2024-02-09T23:55:58Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/senior-manager-data-science-strategic-analytics-css,
Consultant IT Architecture (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Cologne, Germany",2024-02-11T23:04:41Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/consultant-it-architecture-mfd-bcg-platinion-65fc0b,
Data Architect,Anthology,Flexible / Remote,2024-01-11T23:20:54Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/anthology/data-architect,
Operations Specialist,Wiser,Flexible / Remote,2022-11-07T23:04:06Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/wiser/operations-specialist,
"Principal, Threat Intelligence Operations",CDW,Flexible / Remote,2024-02-11T10:34:21Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/cdw/principal-threat-intelligence-operations,
Technical Architect - Artificial Intelligence - Digital Velocity,CDW,Flexible / Remote,2024-02-11T10:34:21Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cdw/technical-architect-artificial-intelligence-digital-velocity,
"PCB Electronic Data Management (EDM) Consultant - (Onsite in Seattle, WA)",Siemens Digital Industries Software,"Flexible / Remote, Lake Oswego, OR",2024-01-30T00:00:18Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/pcb-electronic-data-management-edm-consultant-onsite-in-seattle-wa-127908,
Senior Data Scientist,Atlassian,"Flexible / Remote, San Francisco, CA",2024-01-26T00:16:12Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/senior-data-scientist-89dfa5,
"Principal Data Scientist, Community",Atlassian,"Flexible / Remote, San Francisco, CA",2023-12-23T00:13:36Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/principal-data-scientist-community,
"Principal Data Scientist, Experimentation",Atlassian,"Flexible / Remote, Mountain View, CA",2024-01-21T00:13:13Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/principal-data-scientist-experimentation-a7fb4a,
Marketing Operations Management Specialist,CrowdStrike,"Flexible / Remote, Pune, India",2024-02-10T00:02:18Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/crowdstrike/marketing-operations-management-specialist-de63dd,
Senior Qualitative Researcher - Growth & Marketing,Wealthfront,Flexible / Remote,2024-02-09T10:07:59Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/wealthfront/senior-qualitative-researcher-growth-marketing,
IT Contracts Manager,Leidos,Flexible / Remote,2024-01-30T23:16:24Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/leidos/it-contracts-manager,
Associate Compensation Partner,Snap,Flexible / Remote,2022-01-27T23:12:49Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/snap/associate-compensation-partner-5ada78,
Data Engineering and Cloud Architect (Databricks),West Monroe,"Flexible / Remote, Los Angeles, CA",2024-01-09T23:01:28Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/westmonroe/data-engineering-and-cloud-architect-databricks,
"Associate, Virtual Care",Oscar Health,"Flexible / Remote, Payson, AZ",2024-02-02T23:05:54Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/oscarhealth/associate-virtual-care,
"VP, Centralized Monitoring (EMEA)",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/vp-centralized-monitoring-emea-560380,
"Director II, Data Science Fundamentals & Responsible AI",Liberty Mutual Insurance,"Boston, MA, Flexible / Remote, Seattle, WA",2024-01-13T01:24:24Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/libertymutualinsurance/director-ii-data-science-fundamentals-responsible-ai-be4069,
"Project Manager, Data Science (Remote)",CrowdStrike,Flexible / Remote,2024-01-25T00:28:36Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/project-manager-data-science-remote,
EMEA PLM Implementation Consultant (Remote),Siemens Digital Industries Software,"Flexible / Remote, Lubin, Poland",2024-02-08T10:52:45Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/emea-plm-implementation-consultant-remote-b3ed12,
Project Support Coordinator II,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:50Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-ii-2caf5e,
Data Engineer,Coinbase,Flexible / Remote,2024-02-09T23:09:10Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/coinbase/data-engineer-a6e8f8,
Major Accounts Executive - Mid-Atlantic,Abnormal Security,Flexible / Remote,2024-02-05T23:08:46Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/abnormalsecurity/major-accounts-executive-midatlantic,
Administrative Assistant Europe (M/F/D),Wipro,"Munich, Germany",2024-02-01T23:12:22Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/wipro/administrative-assistant-europe-mfd-4b7537,
Sr Project Manager - EMEA,Forcepoint,Flexible / Remote,2024-01-31T10:52:33Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/forcepoint/sr-project-manager-emea,
Working Student IT (f/m/d),Siemens Digital Industries Software,"Munich, Germany",2024-02-04T10:49:27Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/working-student-it-fmd,
Senior Presales Consultant Big Data & AI (m/w/d),Atos,"Stuttgart, Germany",2023-07-25T23:17:05Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atos/senior-presales-consultant-big-data-ai-mwd-2136de,
Project Leaders - Risk & Compliance,Boston Consulting Group (BCG),"Dusseldorf, Germany",2024-02-11T23:04:42Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/project-leaders-risk-compliance-ce56b4,
Practitioner Sales (M/ F/ D),Wipro,"Frankfurt, Germany",2024-01-12T23:27:53Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/wipro/practitioner-sales-m-f-d-da1c2a,
Senior Analytics Consultant,Anthology,Flexible / Remote,2024-01-09T23:22:22Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/anthology/senior-analytics-consultant,
Client Access Coordinator,Q-Centrix,"Chicago, IL, Flexible / Remote",2024-01-24T23:02:21Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/qcentrix/client-access-coordinator-ee79c1,
IT's Your Chance!,Cerner,Flexible / Remote,2023-07-06T23:40:01Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/cerner/its-your-chance,
Project Support Coord II,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:50Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coord-ii-1449a0,
AI Sales Specialist,Zendesk,Flexible / Remote,2024-01-30T23:08:47Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/zendesk/ai-sales-specialist-451e16,
Centralized Monitoring (CM) Analyst I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/centralized-monitoring-cm-analyst-i-ed85a1,
"Network Engineer, IT Ops Engineering",Coinbase,Flexible / Remote,2024-02-08T10:23:14Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/coinbase/network-engineer-it-ops-engineering,
Caseworker - 12 months contract,Cencora,Flexible / Remote,2024-02-07T23:18:47Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/cencora/caseworker-12-months-contract-abd012,
"Medicare Sales Field Agent - Albuquerque, NM",Humana,"Albuquerque, NM, Flexible / Remote",2023-12-09T12:10:11Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/humana/medicare-sales-field-agent-albuquerque-nm-7cc822,
Financial Systems Associate (Adaptive),Oscar Health,"Flexible / Remote, New York, NY",2024-01-19T23:06:40Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/oscarhealth/financial-systems-associate-adaptive,
IT Support (m/w/d) Retail,ELC Beauty,"Munich, Germany",2023-12-21T23:32:51Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/elcbeauty/it-support-mwd-retail,
Venmo Business Intelligence Analyst,PayPal,Flexible / Remote,2022-01-28T11:15:15Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/paypal/venmo-business-intelligence-analyst,
