Job Title,Company Name,Location,Publication Date,Categories,Experience Level,Job Link,Full/Part Time
"Principal Data Scientist, WM4A (Work Management For All)",Atlassian,"Flexible / Remote, San Francisco, CA",2024-01-05T11:44:26Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/principal-data-scientist-wm4a-work-management-for-all,
Site Reliability Engineer - Datastores,GitLab,Flexible / Remote,2024-02-06T23:08:43Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/gitlab/site-reliability-engineer-datastores,
Model Validation Specialist,Robinhood,"Chicago, IL, Denver, CO, Flexible / Remote, Lake Mary, FL, Westlake, TX",2024-01-22T23:05:00Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/robinhood/model-validation-specialist,
Enterprise Data Architect,Personal Capital,Flexible / Remote,2022-10-28T11:21:00Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/personalcapital/enterprise-data-architect-a14246,
Remote P&C Licensed Insurance Customer Sales & Service Rep,The Auto Club Group,"Flexible / Remote, United States",2024-02-06T13:04:29Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/theautoclubgroup/remote-pc-licensed-insurance-customer-sales-service-rep-da6301,
Quality Supplier Auditor - Remote (Italy/Austria/Germany/Netherlands),Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/quality-supplier-auditor-remote-italyaustriagermanynetherlands-fc0b24,
Sr. Intrusion Analyst (Remote),CrowdStrike,Flexible / Remote,2024-02-10T00:02:18Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-intrusion-analyst-remote-e94095,
"Technical Support (Thai Speaking, relocate to Penang)",Dell Technologies,"Flexible / Remote, Kampung Sungai Ara, Malaysia",2024-01-24T10:11:40Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/delltechnologies/technical-support-thai-speaking-relocate-to-penang,
Data Engineer,Reputation.com,Flexible / Remote,2021-11-22T21:36:52Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/reputationcom/data-engineer-45b87e,
Manager - Cyber Risk Services (all genders),Wipro,"Berlin, Germany",2024-01-12T23:27:53Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/wipro/manager-cyber-risk-services-all-genders,
Principal ML Engineer (AdTech),Liftoff,"Flexible / Remote, Redwood City, CA",2024-01-12T23:07:17Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/liftoff/principal-ml-engineer-adtech-af1c92,
"Manager, Data Integrations Analyst",Oscar Health,"Flexible / Remote, New York, NY",2024-01-22T23:06:56Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/oscarhealth/manager-data-integrations-analyst,
"Master Trust, Senior Associate (m/f/d)",State Street,"Frankfurt, Germany",2024-01-23T01:01:56Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/statestreet/master-trust-senior-associate-mfd,
"Associate Director, Quality Improvement",Humana,Flexible / Remote,2024-02-10T12:27:54Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/humana/associate-director-quality-improvement-297691,
Oncology Learning Consultant,Merck,Flexible / Remote,2024-02-07T12:50:50Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/merck/oncology-learning-consultant-23f950,
"Applications Administrator - SQL, Helpdesk",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/applications-administrator-sql-helpdesk-0766e7,
Senior Manager Data Strategy - German speaking,Publicis Sapient,"Cologne, Germany",2024-01-18T23:45:30Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/publicissapient/senior-manager-data-strategy-german-speaking-b9a50b,
Enterprise Data Architect,Personal Capital,Flexible / Remote,2022-10-28T11:21:00Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/personalcapital/enterprise-data-architect-dead0b,
Project Support Coordinator,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:50Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-049d38,
Centralized Monitoring (CM) Analyst I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/centralized-monitoring-cm-analyst-i,
Senior Implementation Manager,Gladly,Flexible / Remote,2024-01-31T23:06:27Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/gladly/senior-implementation-manager,
Learning Strategist,KeepTruckin,Flexible / Remote,2022-03-30T23:14:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/keeptruckin/learning-strategist,
Data Engineer,World Wide Technology,Flexible / Remote,2024-02-09T23:15:30Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/worldwidetechnology/data-engineer-de5242,
"Lead Analyst, Trustee & Depositary",BNY Mellon,"Frankfurt, Germany",2023-05-22T23:10:41Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/bnymellon/lead-analyst-trustee-depositary-6d27e4,
"Sr. Machine Learning Engineer, ML Platform (Remote, ROU)",CrowdStrike,Flexible / Remote,2023-12-22T00:19:51Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-machine-learning-engineer-ml-platform-remote-rou,
Consultant Performance Analytics,The Hartford,"Flexible / Remote, Hartford, CT, Lake Mary, FL, Lisle, IL, San Antonio, TX, Scottsdale, AZ",2024-02-07T10:37:12Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thehartford/consultant-performance-analytics-807451,
Sr Machine Learning Engineer,Abnormal Security,Flexible / Remote,2023-11-11T10:25:16Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/abnormalsecurity/sr-machine-learning-engineer,
Senior Technical Program Manager - ACE,Atlassian,"Flexible / Remote, San Francisco, CA",2024-01-04T00:12:26Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/atlassian/senior-technical-program-manager-ace,
"TikTok Commerce - Strategy & Operation Analyst, Munich",TikTok,"Munich, Germany",2024-02-01T00:37:23Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/tiktok/tiktok-commerce-strategy-operation-analyst-munich,
"Global IT Systems Architect, SaaS (Supplyframe)",Siemens Digital Industries Software,"Flexible / Remote, Los Angeles, CA",2024-01-30T00:00:19Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/siemensdigitalindustriessoftware/global-it-systems-architect-saas-supplyframe-e83c8b,
"Sr. Analyst, Sales Strategy and Operations",Atlassian,"Flexible / Remote, Sydney, Australia",2024-01-01T00:05:27Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/atlassian/sr-analyst-sales-strategy-and-operations-8382b7,
Payroll Analyst,Robinhood,Flexible / Remote,2024-01-22T23:05:00Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/robinhood/payroll-analyst-49a9c2,
Technical Support Engineer III (Data Security),Forcepoint,Flexible / Remote,2024-01-31T10:52:33Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/forcepoint/technical-support-engineer-iii-data-security-4a457c,
Project Support Coordinator I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:32Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coordinator-i-c5c416,
Customer Support Agent - Remote (German-speaking),Via,"Amsterdam, Netherlands, Berlin, Germany, Frankfurt, Germany, Hannover, Germany, London, United Kingdom, Mannheim, Germany, Munich, Germany, Stuttgart, Germany",2023-12-14T23:03:52Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/via/customer-support-agent-remote-germanspeaking,
Machine Learning Engineer,Atlassian,"Flexible / Remote, San Francisco, CA",2024-01-26T00:16:12Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/atlassian/machine-learning-engineer-aaefbe,
"Security Advisor - Falcon Complete (Remote, AUS)",CrowdStrike,Flexible / Remote,2024-02-09T00:00:21Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/crowdstrike/security-advisor-falcon-complete-remote-aus,
"Manager, Data Science, Risk",Oscar Health,"Flexible / Remote, New York, NY",2024-01-19T23:06:40Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/oscarhealth/manager-data-science-risk,
Lead Consultant  - Oracle EBS WMS (m/f/d),Infosys,"Munich, Germany",2024-02-02T23:10:44Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/infosys/lead-consultant-oracle-ebs-wms-mfd,
Senior Consultant Cybersecurity (m/f/d) - BCG Platinion,Boston Consulting Group (BCG),"Frankfurt, Germany",2024-02-11T23:04:41Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/bostonconsultinggroupbcg/senior-consultant-cybersecurity-mfd-bcg-platinion,
"Data Scientist, Product Analytics - Monetization",Meta,Flexible / Remote,2024-02-11T00:03:15Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/meta/data-scientist-product-analytics-monetization-fd4c87,
"Senior Analyst, Product Research, Auto Program Delivery",Liberty Mutual Insurance,"Boston, MA, Flexible / Remote, Seattle, WA",2024-01-24T01:09:23Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/libertymutualinsurance/senior-analyst-product-research-auto-program-delivery,
"Sr. Manager, Partner Readiness Programs (Remote)",CrowdStrike,Flexible / Remote,2024-01-06T00:17:18Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-manager-partner-readiness-programs-remote-e99e0a,
Qualitative Pharma Senior Research Executive,Cello Health Insight,Flexible / Remote,2021-08-09T14:58:37Z,"Data Science, Retail","Senior Level, management",https://www.themuse.com/jobs/cellohealthinsight/qualitative-pharma-senior-research-executive,
Credit Trading Technology Strategist and Optimization Specialist - Vice President,Deutsche Bank,"Flexible / Remote, New York, NY",2024-02-11T12:26:21Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/deutschebank/credit-trading-technology-strategist-and-optimization-specialist-vice-president,
"Tech Lead - Wireless Network (CISCO,ARUBA,MERAKI) Operations - Stuttgart, Germany",Infosys,"Stuttgart, Germany",2024-02-08T23:11:10Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/infosys/tech-lead-wireless-network-ciscoarubameraki-operations-stuttgart-germany,
Commercial Tools Specialist (m/f),GE Vernova,Flexible / Remote,2024-02-09T23:07:13Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/gevernova/commercial-tools-specialist-mf,
Senior Managed Services Consultant - CCaaS,Sprinklr,"Hamburg, Germany, Munich, Germany",2024-01-19T10:40:49Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/sprinklr/senior-managed-services-consultant-ccaas-6ff409,
Customer Solutions Consultant,Ada,Flexible / Remote,2023-08-27T10:01:13Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/ada/customer-solutions-consultant-252e9a,
"IT Audit Manager, SOX",Autodesk,Flexible / Remote,2024-02-08T11:41:14Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/autodesk/it-audit-manager-sox,
"Sr Analyst, Risk Analytics",Nationwide Insurance,Flexible / Remote,2022-01-11T23:11:48Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/nationwideinsurance/sr-analyst-risk-analytics,
Infirmière/infirmier d'injection et de perfusion (RN & LPN) Opportunités Future/Infusion Nurse (RN & LPN) Future Opportunities,Cencora,"Blainville, Canada, Canada, Charlottetown, Canada, Dollard-Des Ormeaux, Canada, Dunedin, New Zealand, Flexible / Remote, Gaspe, QC, Granby, Canada, Kirkland, Canada, Mascouche, Canada, Montreal, Canada, Ottawa, Canada, Quebec City, Canada, Repentigny, Canada, Rimouski, Canada, Rivière-du-Loup, Canada, Rouyn-Noranda, Canada, Saguenay, Canada, Terrebonne, Canada, Vaudreuil-Dorion, Canada",2023-12-04T17:02:36Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/cencora/infirmiereinfirmier-dinjection-et-de-perfusion-rn-lpn-opportunites-futureinfusion-nurse-rn-lpn-future-opportunities,
Spécialiste de remboursement - Bilingual Reimbursement Specialist,Cencora,Flexible / Remote,2024-02-07T23:18:47Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/cencora/specialiste-de-remboursement-bilingual-reimbursement-specialist-940fc4,
"Tech Lead Manager, Firefly SRE",Adobe,"Austin, TX, Flexible / Remote, Lehi, UT, New York, NY, San Jose, CA, Seattle, WA",2023-11-09T23:10:58Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/adobe/tech-lead-manager-firefly-sre,
Application Analyst Anthology Student,Anthology,Flexible / Remote,2024-01-17T23:21:48Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/anthology/application-analyst-anthology-student-685f65,
Machine Learning Engineer,Atlassian,"Flexible / Remote, Washington, DC",2024-01-01T00:05:28Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/atlassian/machine-learning-engineer-7a386b,
"Senior Director, Demand Generation",Ada,Flexible / Remote,2023-08-14T23:01:27Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/ada/senior-director-demand-generation,
Compensation Business Partner,Opendoor,Flexible / Remote,2024-01-23T10:23:02Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/opendoor/compensation-business-partner,
"Sr Analyst, Product Analysis, Business Lines Package & Specialty Program Delivery",Liberty Mutual Insurance,Flexible / Remote,2024-01-31T00:14:09Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/libertymutualinsurance/sr-analyst-product-analysis-business-lines-package-specialty-program-delivery,
Senior Data Scientist,GEICO,"Chevy Chase, MD, Flexible / Remote",2024-01-19T12:29:29Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/geico/senior-data-scientist-22cdf0,
Project Support Coord,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/project-support-coord-367bca,
Cloud Security Architect,Zendesk,Flexible / Remote,2024-01-07T23:19:33Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/zendesk/cloud-security-architect,
Jr. Data Center Operations Analyst,Adobe,Flexible / Remote,2024-01-10T10:49:56Z,Data and Analytics,Entry Level,https://www.themuse.com/jobs/adobe/jr-data-center-operations-analyst,
IT Sr. Solutions Engineer - CRM Architecture and Configuration,Saint-Gobain,Flexible / Remote,2023-12-18T23:31:39Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/saintgobain/it-sr-solutions-engineer-crm-architecture-and-configuration,
"Specialist - ESG Reporting, ESG & EHS",World Wide Technology,Flexible / Remote,2024-01-30T23:11:51Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/worldwidetechnology/specialist-esg-reporting-esg-ehs,
Data Center Customer Operations Technician (m/w/d),"Equinix, Inc","Frankfurt, Germany",2024-01-29T23:31:38Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/equinixinc/data-center-customer-operations-technician-mwd-e4e5b1,
"Sr. Counter Adversary, Tech Strategy Manager (Remote)",CrowdStrike,Flexible / Remote,2024-02-03T23:58:33Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-counter-adversary-tech-strategy-manager-remote,
Sr CM Analyst I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:51Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/sr-cm-analyst-i-2e1aae,
"Threat Analyst II, Machine Learning Operations and Response (Remote)",CrowdStrike,Flexible / Remote,2024-02-02T00:04:07Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/crowdstrike/threat-analyst-ii-machine-learning-operations-and-response-remote,
Senior Machine Learning Engineer (Modeling) - Underwriting and Credit,Cash App,"Flexible / Remote, San Francisco, CA",2024-01-09T00:05:11Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/cashapp/senior-machine-learning-engineer-modeling-underwriting-and-credit,
Centralized Monitoring (CM) Analyst I,Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:37:31Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/thermofisherscientific/centralized-monitoring-cm-analyst-i-ddcf12,
Strategy Associate to the COO,Stord,Flexible / Remote,2023-08-05T23:01:51Z,Data and Analytics,Mid Level,https://www.themuse.com/jobs/stord/strategy-associate-to-the-coo,
"Sr. Corporate Sales Engineer (Remote, GBR)",CrowdStrike,Flexible / Remote,2024-02-10T00:02:18Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/crowdstrike/sr-corporate-sales-engineer-remote-gbr,
"VP, Centralized Monitoring (EMEA)",Thermo Fisher Scientific,Flexible / Remote,2024-02-10T23:38:49Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/thermofisherscientific/vp-centralized-monitoring-emea-ba0d09,
"Senior Analyst, Analytics",Arcadia,Flexible / Remote,2024-02-07T23:03:42Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/arcadia/senior-analyst-analytics,
Managed Services Consultant - Contact Center,Sprinklr,Flexible / Remote,2024-02-06T10:41:48Z,Computer and IT,Senior Level,https://www.themuse.com/jobs/sprinklr/managed-services-consultant-contact-center-704d60,
Senior Clinical Data Manager,iRhythm Technologies,"Flexible / Remote, United States",2024-01-15T23:05:55Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/irhythmtechnologies/senior-clinical-data-manager,
Business Travel Consultant - Remote,Navan,Flexible / Remote,2024-01-24T23:08:56Z,Computer and IT,Mid Level,https://www.themuse.com/jobs/navan/business-travel-consultant-remote-e5d80f,
"Senior Manager Data Science, Growth",Atlassian,"Flexible / Remote, San Francisco, CA",2024-02-04T23:42:11Z,Data and Analytics,Senior Level,https://www.themuse.com/jobs/atlassian/senior-manager-data-science-growth-b79f74,
